catalog,id,name,tier,type,gridW,gridH,aspect,targetFile,targetImg,targetExists,currentImg,prompt,negative
backpacks,beast_load_frame,Вьючная рама для зверя,7,backpack,2,4,1:2,icons/items/backpacks/beast_load_frame.webp,systems/iron-hills-system/icons/items/backpacks/beast_load_frame.webp,false,systems/iron-hills-system/icons/items/backpacks/beast_load_frame.webp,"Concept ""Вьючная рама для зверя"", emphasis saddle straps beast harness mount frames oversized haul bag meant for draft animal NOT worn by human silhouette alonefantasy backpack satchel straps buckles rolled blanket bedroll cues; arcane stitching subtle if high tier; rare siege caravan engineered spectacle, single isolated fantasy RPG inventory icon, centered, transparent or plain dark background, square composition, sharp focus, painterly detailed illustration. --ar 1:1","text, watermark, logo, signature, blurry, low quality, cluttered warehouse wide shot, multiple objects collage, human face full portrait, holding hands visible, nsfw"
backpacks,void_satchel,Сумка Пустоты,8,backpack,2,3,1:1,icons/items/backpacks/void_satchel.webp,systems/iron-hills-system/icons/items/backpacks/void_satchel.webp,false,systems/iron-hills-system/icons/items/backpacks/void_satchel.webp,"Concept ""Сумка Пустоты"", fantasy backpack satchel straps buckles rolled blanket bedroll cues; arcane stitching subtle if high tier; starmetal accents artifact hints, single isolated fantasy RPG inventory icon, centered, transparent or plain dark background, square composition, sharp focus, painterly detailed illustration. --ar 1:1","text, watermark, logo, signature, blurry, low quality, cluttered warehouse wide shot, multiple objects collage, human face full portrait, holding hands visible, nsfw"
backpacks,planar_satchel,Планарная сумка,9,backpack,2,4,1:2,icons/items/backpacks/planar_satchel.webp,systems/iron-hills-system/icons/items/backpacks/planar_satchel.webp,false,systems/iron-hills-system/icons/items/backpacks/planar_satchel.webp,"Concept ""Планарная сумка"", fantasy backpack satchel straps buckles rolled blanket bedroll cues; arcane stitching subtle if high tier; legendary planar shimmer restrained, single isolated fantasy RPG inventory icon, centered, transparent or plain dark background, square composition, sharp focus, painterly detailed illustration. --ar 1:1","text, watermark, logo, signature, blurry, low quality, cluttered warehouse wide shot, multiple objects collage, human face full portrait, holding hands visible, nsfw"
backpacks,demiplane_pack,Рюкзак малой демиплоскости,10,backpack,2,4,1:2,icons/items/backpacks/demiplane_pack.webp,systems/iron-hills-system/icons/items/backpacks/demiplane_pack.webp,false,systems/iron-hills-system/icons/items/backpacks/demiplane_pack.webp,"Concept ""Рюкзак малой демиплоскости"", a single fantasy backpack or pouch, mythic godsteel, adamant core, reality-bending magical highlights, vertical item orientation, single isolated fantasy RPG inventory icon, centered, full object visible, plain dark or transparent background, sharp painterly detail, 768x1536 --ar 1:2","text, watermark, logo, signature, blurry, low quality, cluttered background, multiple unrelated objects, human hands, human face, nsfw"
belts,leather_belt,Кожаный пояс,1,belt,2,1,1:1,icons/items/belts/leather_belt.webp,systems/iron-hills-system/icons/items/belts/leather_belt.webp,false,systems/iron-hills-system/icons/items/belts/leather_belt.webp,"Concept ""Кожаный пояс"", fantasy waist belt pouches straps buckle studs utility loops; roughly 3 pouch slots narrative hint and 1 side mounts for weapon frogs quivers holsters; leather textile mixed metals; modest worn traveler gear, single isolated fantasy RPG inventory icon, centered, transparent or plain dark background, square composition, sharp focus, painterly detailed illustration. --ar 1:1","text, watermark, logo, signature, blurry, low quality, cluttered warehouse wide shot, multiple objects collage, human face full portrait, holding hands visible, nsfw"
belts,rope_belt,Верёвочный пояс,1,belt,2,1,1:1,icons/items/belts/rope_belt.webp,systems/iron-hills-system/icons/items/belts/rope_belt.webp,false,systems/iron-hills-system/icons/items/belts/rope_belt.webp,"Concept ""Верёвочный пояс"", fantasy waist belt pouches straps buckle studs utility loops; roughly 2 pouch slots narrative hint and 0 side mounts for weapon frogs quivers holsters; leather textile mixed metals; modest worn traveler gear, single isolated fantasy RPG inventory icon, centered, transparent or plain dark background, square composition, sharp focus, painterly detailed illustration. --ar 1:1","text, watermark, logo, signature, blurry, low quality, cluttered warehouse wide shot, multiple objects collage, human face full portrait, holding hands visible, nsfw"
belts,soldier_belt,Солдатский пояс,2,belt,2,1,1:1,icons/items/belts/soldier_belt.webp,systems/iron-hills-system/icons/items/belts/soldier_belt.webp,false,systems/iron-hills-system/icons/items/belts/soldier_belt.webp,"Concept ""Солдатский пояс"", fantasy waist belt pouches straps buckle studs utility loops; roughly 4 pouch slots narrative hint and 2 side mounts for weapon frogs quivers holsters; leather textile mixed metals; reliable soldier surplus quality, single isolated fantasy RPG inventory icon, centered, transparent or plain dark background, square composition, sharp focus, painterly detailed illustration. --ar 1:1","text, watermark, logo, signature, blurry, low quality, cluttered warehouse wide shot, multiple objects collage, human face full portrait, holding hands visible, nsfw"
belts,tactical_belt,Тактический пояс,3,belt,2,1,1:1,icons/items/belts/tactical_belt.webp,systems/iron-hills-system/icons/items/belts/tactical_belt.webp,false,systems/iron-hills-system/icons/items/belts/tactical_belt.webp,"Concept ""Тактический пояс"", fantasy waist belt pouches straps buckle studs utility loops; roughly 10 pouch slots narrative hint and 3 side mounts for weapon frogs quivers holsters; leather textile mixed metals; guild craftsman upgraded fittings, single isolated fantasy RPG inventory icon, centered, transparent or plain dark background, square composition, sharp focus, painterly detailed illustration. --ar 1:1","text, watermark, logo, signature, blurry, low quality, cluttered warehouse wide shot, multiple objects collage, human face full portrait, holding hands visible, nsfw"
belts,explorer_girdle,Пояс следопыта,4,belt,2,1,1:1,icons/items/belts/explorer_girdle.webp,systems/iron-hills-system/icons/items/belts/explorer_girdle.webp,false,systems/iron-hills-system/icons/items/belts/explorer_girdle.webp,"Concept ""Пояс следопыта"", fantasy waist belt pouches straps buckle studs utility loops; roughly 10 pouch slots narrative hint and 4 side mounts for weapon frogs quivers holsters; leather textile mixed metals; merchant caravan rugged prestige, single isolated fantasy RPG inventory icon, centered, transparent or plain dark background, square composition, sharp focus, painterly detailed illustration. --ar 1:1","text, watermark, logo, signature, blurry, low quality, cluttered warehouse wide shot, multiple objects collage, human face full portrait, holding hands visible, nsfw"
belts,mithril_belt,Митрильный пояс,5,belt,2,1,1:1,icons/items/belts/mithril_belt.webp,systems/iron-hills-system/icons/items/belts/mithril_belt.webp,false,systems/iron-hills-system/icons/items/belts/mithril_belt.webp,"Concept ""Митрильный пояс"", fantasy waist belt pouches straps buckle studs utility loops; roughly 12 pouch slots narrative hint and 4 side mounts for weapon frogs quivers holsters; leather textile mixed metals; noble artisan embossed fittings, single isolated fantasy RPG inventory icon, centered, transparent or plain dark background, square composition, sharp focus, painterly detailed illustration. --ar 1:1","text, watermark, logo, signature, blurry, low quality, cluttered warehouse wide shot, multiple objects collage, human face full portrait, holding hands visible, nsfw"
belts,siege_belt,Осадный пояс,6,belt,2,1,1:1,icons/items/belts/siege_belt.webp,systems/iron-hills-system/icons/items/belts/siege_belt.webp,false,systems/iron-hills-system/icons/items/belts/siege_belt.webp,"Concept ""Осадный пояс"", fantasy waist belt pouches straps buckle studs utility loops; roughly 12 pouch slots narrative hint and 5 side mounts for weapon frogs quivers holsters; leather textile mixed metals; elite siege train officer workshop, single isolated fantasy RPG inventory icon, centered, transparent or plain dark background, square composition, sharp focus, painterly detailed illustration. --ar 1:1","text, watermark, logo, signature, blurry, low quality, cluttered warehouse wide shot, multiple objects collage, human face full portrait, holding hands visible, nsfw"
belts,runners_light_harness,Облегчённая портупея бегуна,7,belt,2,1,1:1,icons/items/belts/runners_light_harness.webp,systems/iron-hills-system/icons/items/belts/runners_light_harness.webp,false,systems/iron-hills-system/icons/items/belts/runners_light_harness.webp,"Concept ""Облегчённая портупея бегуна"", fantasy waist belt pouches straps buckle studs utility loops; roughly 15 pouch slots narrative hint and 4 side mounts for weapon frogs quivers holsters; leather textile mixed metals; rare siege caravan engineered spectacle, single isolated fantasy RPG inventory icon, centered, transparent or plain dark background, square composition, sharp focus, painterly detailed illustration. --ar 1:1","text, watermark, logo, signature, blurry, low quality, cluttered warehouse wide shot, multiple objects collage, human face full portrait, holding hands visible, nsfw"
belts,darkiron_chain_belt,Цепной пояс из тёмного железа,8,belt,2,1,1:1,icons/items/belts/darkiron_chain_belt.webp,systems/iron-hills-system/icons/items/belts/darkiron_chain_belt.webp,false,systems/iron-hills-system/icons/items/belts/darkiron_chain_belt.webp,"Concept ""Цепной пояс из тёмного железа"", fantasy waist belt pouches straps buckle studs utility loops; roughly 14 pouch slots narrative hint and 6 side mounts for weapon frogs quivers holsters; leather textile mixed metals; starmetal accents artifact hints, single isolated fantasy RPG inventory icon, centered, transparent or plain dark background, square composition, sharp focus, painterly detailed illustration. --ar 1:1","text, watermark, logo, signature, blurry, low quality, cluttered warehouse wide shot, multiple objects collage, human face full portrait, holding hands visible, nsfw"
